id,sentence
380,Sakali nakarungug siya manga suysuy pasal hi Īsa.
381,"Hangkan, limamugay siya ha manga tau mataud."
382,Imurul kan Īsa ampa siya simuuk pa taykud hi Īsa.
383,"Laung niya ha lawm atay niya, “Bang ku sadja kakamputan in juba niya."
384,Kaulian na in sakit ku.”
385,Nakasuuk mayan siya kan Īsa.
386,Kiyamputan niya na in juba hi Īsa.
387,"Na, saruunduun himundung in pagguwaꞌ sin duguꞌ niya."
388,Iban kiyananaman niya na sin kiyaulian na siya dayn ha sakit niya.
389,"Na, magtūy isab kiyaingatan hi Īsa sin awn kiyaulian dayn ha kusug sin barakat niya."
390,Magpauliꞌ ha tagasakit.
391,"Hangkan, himundung siya ampa himarap pa ulihan."
392,"Laung niya, “Hisiyu in kimaput sin juba ku?”"
393,"Laung sin manga mulid niya, “Inday Tuwan."
394,Kītaꞌ mu na in taud sin tau yan naggigipit.
395,"Iban ikaw, biyaꞌ diin in kaingat namuꞌ bang hisiyu in kimaput sin juba mu?”"
396,Sagawaꞌ nanghinghing hi Īsa bat niya kaingatan bang hisiyu in kimaput sin juba niya.
397,"Na, in babai namidpid sin bugaꞌ."
398,Sabab kiyaingatan niya na in kimugdan kaniya.
399,"Hangkan, miyadtu siya simujud pa tungud siki hi Īsa."
400,Ampa siya namaytaꞌ sin kasabunnalan tuud.
401,"Laung hi Īsa kaniya, “Indaꞌ, in kusug sin parachaya iban pangandul mu amu in nakauliꞌ kaymu."
402,Pataptapa na in lawm atay mu.
403,In sakit mu uliꞌ na tuud.”
404,Ha saꞌbu hi Īsa namimichara ha babai yaun.
405,Awn nākawn manga tau dayn ha bāy hi Jayrus.
406,Amu in lumaun sin hulaꞌ ha hinapsin.
407,"Na, magtūy siya magduguꞌ."
408,Dimangan siya ampa siya mapataꞌ sin duguꞌ.
409,"Na, magtūy siyuysuyan in tau na dimungan pa ni Īsa."
410,"Laung hi Īsa kaniya, “Magbangun ka, anak mu."
411,Huya kaw pa amu.
412,Pamati ka.”
413,"Na, mambangun na in babai."
414,"Kasiꞌ ha in pagbangun niya, nagbangun in anak niya."
415,"Na, na imatang sin manga tau yaun."
416,Hangka-pat ipuway mga tau sa pagbangun in anak hi Jayrus.
417,"Manjari, in manga Parisi iban manga guru sin saraꞌ agama amu in nakalūd dayn."
418,Ha dāira Awrusalam  miyawn nagtipun kan Īsa.
419,"Sakali, kītaꞌ nila in kaibanan manga mulid hi Īsa nagkakaun."
420,Ampa walaꞌ nakapanghugas tuud marayaw sin manga lima nila biyaꞌ kaagi sin addat sin manga Yahudi.
421,Magsuchi sin lima nila bang sila kumaun.
422,Karnaꞌ in addat sin manga katān Yahudi labi awla na in manga Parisi diꞌ sila kumaun bang nila diꞌ masuchi naa muna in manga lima nila.
423,Iyaagad nila tuud marayaw in manga biatan sin kamaasan nila.
424,Iban diꞌ sila kumaun sin unu-unu dayn ha tabuꞌ.
425,Bang diꞌ kahugasan naa muna biyaꞌ sin kaagi nila maghugas.
426,"Iban iyaagad nila tuud marayaw in manga katān hinduꞌ daakan sin kamaasan nila biyaꞌ na sin kaagi sin paghugas marayaw sin manga sawan, siliꞌ, iban sin manga paglulutuan tumbaga."
427,"Hangkan, pagkitaꞌ sin manga Parisi iban sin manga guru sin saraꞌ agama ha manga mulid hi Īsa nagkakaun ha walaꞌ makapagsuchi sin manga lima nila."
428,"Iyasubu nila hi Īsa, laung nila, “Maytaꞌ in manga mulid mu diꞌ magkahagad sin manga biatan sin manga kamaasan natuꞌ?"
429,Magkaun sadja sila minsan walaꞌ nakapanghugas tuud marayaw sin manga lima nila.”
430,"In sambung hi Īsa kanila, “In kamu yan magpabawꞌ-bawꞌ sadja miyamagad ha daakan sin Tuhan!"
431,Sagawaꞌ in ha lawm atay niyu diꞌ magkugdan iban sin manga bichara niyu.
432,"Kiyugdan tuud kamu sin kiyabaytaꞌ hi Isayas ha lawm Kitab, amu agi sin Tuhan,"
433,"‘Liyalagguꞌ aku sin manga tau sin lapal-kabtangan nila, sagawaꞌ malayuꞌ aku dayn ha lawm atay nila.’”"
434,Way da pūs nila magpudji kākuꞌ.
435,"Sabab hibaytaꞌ nila sin in hinduꞌ nila daakan dayn kākuꞌ, sagawaꞌ in kasabunnalan niya hinang-hinang nila sadja in hinduꞌ yan.”"
436,"“Na, biyaꞌ ha yan tuud in kamu,” laung hi Īsa."
437,“Walaꞌ niyu na iyagad in daakan sin Tuhan.
438,Sagawaꞌ amu in kiyahagad niyu in manga daakan sin pagkahi niyu mānusiyaꞌ.”
439,"Laung pa isab hi Īsa, “Mapanday tuud kamu huminang sin dān hikasulak niyu in daakan sin Tuhan ha supaya niyu kabawgbugan in manga hinduꞌ biatan sin kamaasan niyu.”"
440,"Karnaꞌ,” laung hi Īsa, “Nagparman in Tuhan, piyanaug niya dayn kan Musa, amu agi, ‘Pagꞌaddati niyu in inaꞌ amaꞌ niyu,’ iban, ‘Hisiyu-siyu in manuknaꞌ ha amaꞌ atawa inaꞌ niya subay patayun.’”"
441,Sagawaꞌ dugaing in hīnduꞌ niyu ha manga tau.
442,"Laung niyu, bang in hambuuk tau awn hipanabang niya ha maas niya, sagawaꞌ imiyan siya sin in tabang niya kanila hiungsud niya na kulban, (hāti niya kiyaungsud na pa Tuhan)."
443,"Na in yan makajari, minsan siya diꞌ na tumabang ha inaꞌ-amaꞌ niya."
444,"Na, in hinduꞌ biatan sin kamaasan niyu biyaꞌ ha yan amu in hīnduꞌ niyu isab ha manga tau,” laung hi Īsa."
445,“Amuna in nakapalayuꞌ ha manga tau dayn ha Parman sin Tuhan.
446,"Lāgiꞌ, bukun sadja yan in nahinang niyu."
447,Mataud pa dugaing nahinang niyu amu in nakalanggal ha daakan sin Tuhan.”
448,Pagꞌubus tiyawag nagbalik hi Īsa in tau mataud mawn kaniya ampa siya namung kanila.
449,"Laung niya, “In kamu katān, dungug kamu sin hinduꞌ ku iban hātiha niyu tuud.”"
450,In unu-unu kakaun makasūd pa lawm baran sin tau diꞌ makasammal kaniya.
451,Sagawaꞌ in manga unu-unu mangīꞌ guwaꞌ dayn ha lawm simud sin tau amu in makasammal kaniya.
452,"Na, sasukuꞌ sin kamu nakarungug, dunguga niyu tuud in biyaytaꞌ ku yan kaniyu!”"
453,"Na, pagꞌīg hi Īsa dayn ha manga tau mataud miyadtu siya pa hambuuk bāy."
454,Duun mayan siya ha lawm bāy.
455,Iyasubu siya sin manga mulid niya pasal sin hinduꞌ diyalil niya.
456,"Laung hi Īsa kanila, “Bat biyaꞌ da isab kamu sin kaibanan tau masi pa wayruun panghāti."
457,"Maytaꞌ, diꞌ niyu kaingatan sin in unu-unu kakaun makasūd pa lawm baran sin tau diꞌ yan makasammal kaniya."
458,Sabab in kakaun yan diꞌ sumūd pa lawm atay niya sagawaꞌ pa lawm tiyan niya.
459,Iban pagꞌubus gumuwaꞌ da yan dayn ha lawm baran niya.”
460,"Iban laung pa isab hi Īsa, “In unu-unu mangīꞌ gumuwaꞌ dayn ha lawm atay sin tau amu in makasammal kaniya mahinang niya dusa."
461,"Karnaꞌ dayn ha lawm atay sin tau gumuwaꞌ in manga unu-unu mangīꞌ amu in makarā kaniya huminang maasihat, manakaw, mamunuꞌ, magjina, magnapsu sin unu-unu sin kaibanan."
462,"Maghinang sin unu-unu katān mangīꞌ, mangakkal ha pagkahi, magbais, mangabughuꞌ, manglimut, magtaas atay iban magkarupangan."
463,"In manga katān hinang mangīꞌ yan guwaꞌ dayn ha lawm pikilan sin tau iban amu yan in makasammal, mahinang niya dusa.”"
464,"Pagꞌubus minīg na hi Īsa, ampa siya limanjal dayn didtu pa hulaꞌ ha tungud sin dāira Tirus."
465,Miyadtu siya pa hambuuk bāy.
466,Iban in kabayaan niya wayruun makaingat sin yaun siya duun.
467,Sagawaꞌ diꞌ da siya makatapuk dayn ha manga tau.
468,Awn hambuuk babai amu in tagaanak babai siyusūd saytan in nakarungug pasal hi Īsa.
469,"Na, magtūy siya simujud pa alupan hi Īsa."
470,In babai ini bangsa Piniki dayn ha hulaꞌ Siriya.
471,Iban bukun siya Yahudi.
472,Piyangayuꞌ niya junjung kan Īsa papaguwaun in saytan dayn ha lawm baran sin anak niya babai.
473,"Sagawaꞌ diyalil hi Īsa in sambung niya laung niya, “Subay pakaunun naa muna in manga bataꞌ-bataꞌ."
474,Bukun patut in kakaun sin manga bataꞌ-bataꞌ hipakaun pa manga iruꞌ ipatan.”
475,"“Bunnal in bichara mu yan, Tuwan,” laung sin babai."
476,“Sagawaꞌ minsan in manga iruꞌ ipatan ha sawm lamisahan kumaun da sin manga kakaun matanak dayn ha kakaun sin manga bataꞌ-bataꞌ.”
477,"Na laung hi Īsa kaniya, “Dayn ha sabab sin pamung mu yan, kiyaulian na in anak mu."
478,Uwiꞌ na kaw.
479,Naīg na in saytan dayn ha lawm baran sin anak mu!”
480,"Na, minuwiꞌ siya pasal sin saytan dayn ha anak niya."
481,Iban nagkarahup siya sin anak niya.
482,"Nakaalang hi Īsa, iban iyaḍa niya sin saytan guwaꞌ."
483,"Na, ini in mattan hibaytaꞌ ku kaniyu!"
484,Awn kaibanan dī kaniyu in masi pa buhiꞌ.
485,Sampay maabut in waktu kamasahan nila.
486,Dumatung in pamarinta sin Tuhan.
487,Iban sin kawasa niya sangat makusug.
488,"Manjari, nakalabay mayan unum adlaw dayn ha adlaw yadtu."
489,Diyā hi Īsa timukad hinda Pitrus.
490,Yaꞌkub iban hi Yahiya madtu pa būd mataas.
491,Sila-sila da in miyadtu.
492,Didtu mayan sila ha taas būd.
493,Magtūy napinda in lupa hi Īsa.
494,Nagsinglab in tamungun niya.
495,Landuꞌ tuud maputiꞌ.
496,Karnaꞌ wayruun tamungun in makaatu sin kaputiꞌ niya.
497,Minsan da makapila dakdakan.
498,"Pagꞌubus, kītaꞌ sin tū mulid ini in duwa nabi."
499,Hi Ilyas kay Musa nagbibichara.
500,Iban hi Īsa.
501,"Na, magtūy namung hi Pitrus kan Īsa."
502,"Laung niya, “Tuwan, marayaw tuud isab sin yari kami dī!"
503,Hinangan namuꞌ kamu tū panggung.
504,"Hambuuk kaymu, hambuuk kan Musa."
505,Iban hambuuk kan Ilyas.”
506,Hangkan nakapamung hi Pitrus sin biyaꞌ ha yan.
507,Sabab diꞌ na siya maingat bang unu na in hibichara niya.
508,Karnaꞌ landuꞌ tuud siya miyugaꞌ.
509,Iban sin manga iban niya.
510,"Na, sartaꞌ awn gimuwaꞌ gabun."
511,Iban kiyalambungan sila.
512,"Pagꞌubus, awn na suwara diyungug nila dayn ha gabun."
513,"Amu agi sin suwara, “Amu na ini in Anak ku kalasahan."
514,Dungug kamu sin hinduꞌ niya!”
515,"Na, magtūy nanglingiꞌ-lingiꞌ in tūngka-tau sin katilibut nila."
516,Sagawaꞌ way na tau dugaing duun kītaꞌ nila.
517,Luwal da hi Īsa.
518,"Na, paglūd nila dayn ha taas būd."
519,Ībut-ibutan hi Īsa in tū mulid niya.
520,"Laung niya, “Ayaw kamu magbaytaꞌ minsan hisiyu sin manga kītaꞌ niyu didtu ha taas būd."
521,Subay na aku.
522,Amu in Anak Mānusiyaꞌ.
523,Mapatay iban mabuhiꞌ.
524,Magbalik dayn ha kamatay.”
525,"Na, nagkahagad sila sin baytaꞌ hi Īsa."
526,Sagawaꞌ nagꞌasubu-iyasubuhi na sila.
527,"Laung nila, “Unu bahaꞌ in hātihan sin bichara niya?"
528,Mabuhiꞌ siya magbalik dayn ha kamatay?”
529,"Na, laung nila kan Īsa, “Tuwan, maytaꞌ in baytaꞌ sin manga guru sin saraꞌ agama."
530,Lumahil naa muna hi Ilyas.”
531,"Na, laung hi Īsa kanila, “Bunnal, muna lumahil mari hi Ilyas magsaddiya sin unu-unu katān."
532,Sagawaꞌ kiyasulat da isab ha lawm Kitab sin in aku.
533,Amu in Anak Mānusiyaꞌ.
534,Lumabay tuud kabinsanaan.
535,Itungun aku hambuuk tau wayruun guna kaagi sin manga tau.”
536,"Na, laung hi Īsa, “Ini in hibaytaꞌ ku kaniyu."
537,In hi Ilyas bakas na limahil mari.
538,Iban hīnang kaniya sin manga tau in unu-unu kabayaan nila.
539,Biyaꞌ da sin kiyasulat ha lawm Kitab pasal niya.”
540,"Manjari, nakabalik mayan sila mawn pa manga kaibanan mulid niya."
541,Kītaꞌ nila mataud tau nagtitipun duun.
542,Awan manga guru sin saraꞌ agama in dimarā naglugat ha manga mulid niya.
543,Sakali pagkitaꞌ sin manga tau kan Īsa.
544,Nainu-inu tuud sila.
545,Dimagan sila madtu kaniya simagina.
546,"Na, iyasubu hi Īsa in manga mulid niya."
547,"Laung niya, “Unu in piyaglugatan niyu iban sila?”"
548,"Na, awn hambuuk tau simambung."
549,"Laung niya, “Tuwan, diyā ku in anak ku usug mari kaymu."
550,Sabab siyusūd siya sin saytan.
551,Umaw hangkan diꞌ siya makabichara.”
552,Bang siya sūrun na sin saytan.
553,Dumakdak siya pa lupaꞌ.
554,Magbukal-bukal in simud niya.
555,Magkansing in ipun niya.
556,Iban manugas in baran niya.
557,Piyangayuꞌ ku ha manga mulid mu papaguwaun in saytan dayn ha lawm baran sin anak ku.
558,Sagawaꞌ diꞌ nila mahinang.
559,"Laung hi Īsa kanila, “In manga tau sin masa ini wayruun tuud pangandul pa Tuhan."
560,Maunu pa in lugay ku dī kaniyu.
561,Ampa niyu kahātihan in kusug sin kawasa sin Tuhan?
562,Maunu pa in lugay sandalan ku.
563,Ampa kamu magparachaya?
564,Dāha mari in bataꞌ kākuꞌ.”
565,"Na, diyā na in bataꞌ madtu kan Īsa."
566,Pagkitaꞌ na mayan sin saytan kan Īsa.
567,Magtūy niya piyapagpaspad in bataꞌ diyakdak pa lupaꞌ.
568,Nagpaspad.
569,Iban nagbukal-bukal in simud sin bataꞌ.
570,"Na, iyasubu hi Īsa in amaꞌ."
571,"Laung niya, “Maunu na in lugay sin bataꞌ yan nabiyaꞌ ha yan?”"
572,"“Dayn sin kabataꞌ-bataꞌ niya pa,” in sambung sin amaꞌ."
573,“Mawmu siya pagdāhun sin saytan pa lawm kāyu.
574,Iban pa lawm tubig ha supaya siya matay.
575,"Anduꞌ, Tuwan, kaluuyi kami."
576,"Iban tabanga kami bang awn da dapat mu,” laung sin amaꞌ sin bataꞌ."
577,“Maytaꞌ kaw imiyan bang aku makarapat?
578,"Tantu, hisiyu-siyu in magparachaya."
579,"Iban mangandul ha Tuhan, makarapat huminang sin unu-unu katān,” laung hi Īsa."
580,"Na, magtūy namichara matanug in amaꞌ sin bataꞌ."
581,"Laung niya, “Magparachaya iban mangandul aku."
582,Tabanga aku bat sumūng pa in pagparachaya iban pangandul ku.”
583,"Na, pagkitaꞌ hi Īsa sin magtataud in tau harap mawn kanila."
584,Magtūy niya iyuldinan in saytan.
585,"Laung niya, “In ikaw saytan umaw."
586,"Iban bisu, guwaꞌ kaw dayn ha lawm baran sin bataꞌ ini."
587,Iban ayaw na kaw tuud sumūd magbalik kaniya.”
588,"Na, similawak in saytan sartaꞌ nagpaspad in bataꞌ."
589,Sabab sin saytan ha lawm baran niya.
590,Pagꞌubus ampa gimuwaꞌ in saytan.
591,Nabiyaꞌ lupa mayat in bataꞌ.
592,Hangkan in pangannal sin katauran tau miyatay in bataꞌ.
593,Sagawaꞌ kiyaputan hi Īsa in lima sin bataꞌ ampa niya piyatindug.
594,"Na, timindug in bataꞌ."
595,"Pagꞌubus yadtu, nakasūd mayan hi Īsa pa lawm bāy."
596,Iyasubu siya sin manga mulid niya.
597,Ha wayruun tau dugaing nagdurungug.
598,"Laung nila, “Tuwan, maytaꞌ kami diꞌ makapaguwaꞌ sin saytan dayn ha lawm baran sin bataꞌ?”"
599,"In sambung hi Īsa, “In saytan biyaꞌ hādtu."
600,Diꞌ mapaguwaꞌ bang kitaniyu diꞌ mangayuꞌ naa muna tabang dayn ha Tuhan.”
601,Manjari minlibas mayan hi Īsa pa pantalan.
602,Nakita niya mawn mga manga tagapagbaligya.
603,"Manjari, masuuk mayan hinda Īsa pa Awrusalam kīta nila na in lūngan Bitpaji iban Bitani duun ha Būd Jaytun."
604,"Na, diyaak hi Īsa in duwa mulid niya paunahun dayn kanila."
605,"Laung niya ha duwa mulid niya, “Kadtu kamu pa lūngan amu in sūngun niyu yaun."
606,Pagdatung niyu na mayan madtu magtūy kamu makabāk hambuuk kura hiyuhukutan.
607,"Mabata pa, amu in wala pa tuud kiyapanguraan."
608,Hubari niyu ampa niyu dāha mari.
609,Bang awn mangasubu kaniyu bang mayta niyu kiyawa in kura.
610,Baytai niyu kagunahan sin Panghu iban baytai niyu sin hiuli da magtūy.”
611,"Na, miyadtu na in duwa mulid niya."
612,"Pagdag nila, kīta nila na in kura hiyuhukut ha lawang bāy ha dān paglalabayan."
613,"Na, magtūy nila kiyadtu hiyubaran."
614,"Ha saꞌbu nila naghuhubad, iyasubu sila sin manga kaibanan tau nagtitindug duun."
615,"Laung nila, “Mayta niyu hiyubaran in kura yan?”"
616,Siyambungan nila biya sin agi hi Īsa kanila.
617,Hangkan piyasāran na sila sin manga tau.
618,Na diyā nila na madtu kan Īsa in kura.
619,Liyampikan nila in kura sin juba nila ampa simakat nangura hi Īsa.
620,Hīklad isab sin manga tau mataud in manga juba nila ha dān.
621,Hāti in kaibanan tau nanuꞌtuꞌ manga sanga dahunan dayn ha kabbun.
622,Ampa nila kiyanat ha dān labayan hi Īsa.
623,"Na, in manga tau nagpapanaw ha unahan iban ha ulihan hi Īsa nagꞌulang nagsama-sama."
624,"Laung nila, “Pudjihun natu siya!"
625,"Bang mayan barakatan in siya, amu in kiyawakilan sin Tuhan!"
626,"Bang mayan barakatan sin Tuhan in pamarinta sūng niya patindugun amu in biya pamarinta sin nanubu kātu niyu, hi Sultan Daud!"
627,"Pudjihun natu in Tuhan didtu ha surga, amu in mataas dayn ha katān!”"
628,"Na, pagdatung hi Īsa pa Awrusalam, miyadtu siya pa lawm Bāy sin Tuhan."
629,Ampa niya līling in unu-unu katān ha lawm.
630,"Na, pagga sin himapun na tuud, miyadtu na siya pa Bitani."
631,"Pagꞌadlaw hambuuk, ha saꞌbu nila miyamanaw harap pa Awrusalam, dayn ha Bitani, nakananam hapdi hi Īsa."
632,Sakali awn kīta niya dayn ha kalayuan kahuy tina hipu sin dahun.
633,"Na, kiyadtu niya kīta bang awn bunga."
634,Sagawa pagkadtu wayruun bunga kiyabaakan niya luwal da manga dahun.
635,Sabab bukun pa musim hipagbubunga sin kahuy tina.
636,"Laung hi Īsa ha kahuy tina, “Tagnaan dayn ha adlaw ini diꞌ na tuud kaw magbunga magbalik.”"
637,"Na, diyungug sin manga mulid hi Īsa in bichara niya."
638,"Manjari dimatung mayan sila pa Awrusalam, miyadtu hi Īsa simūd pa halaman Bāy sin Tuhan."
639,Ampa niya diyūy pa guwa in manga tau katān mamī-mī.
640,Iban magdaragang ha lawm sin Bāy sin Tuhan.
641,Biyalintuwad niya in manga lamisahan sin manga tau magsasambi sīn sin sīn dayn ha dugaing hula.
642,Iban sin lingkuran sin manga tau magdaragang assang.
643,Wala niya isab diyūlan minsan hisiyu in magdā sin kapanyapan nila lumabay dayn ha lawm Bāy sin Tuhan.
644,Liyāngan niya katān.
645,Pagꞌubus ampa niya niyasīhatan in manga tau.
646,"Laung niya, “Kiyasulat ha lawm Kitab sin nagparman in Tuhan, amu agi,"
647,‘In bāy ku subay ngānan bāy pagtataatan sin katān kabangsahan!’
648,"Sagawa,” laung hi Īsa, “hīnang niyu in Bāy sin Tuhan lugal pagꞌaanyayahan sin sīn sin manga tau!”"
649,"Na, sakali diyungug sin manga nakura kaimaman iban sin manga guru sin sara agama in bichara hi Īsa."
650,Miyuga sila sabab in manga tau mataud nahaylan katān.
651,Iban kiyaamuhan sin nasīhat hi Īsa.
652,Hangkan limawag sila sin dān hikapatay nila kan Īsa.
653,Sakali naabut mayan magalib minīg na hi Īsa iban sin manga mulid niya dayn ha dāira Awrusalam.
654,"Na, pagꞌadlaw hambuuk, subu-subu pa, ha saꞌbu hinda Īsa miyamanaw ha dān,"
655,kīta nila in kahuy tina nanglanus na sampay pa gamut niya.
656,Sakali kiyatumtuman hi Pitrus in pasal sin kahuy tina.
657,"Hangkan, laung niya kan Īsa, “Uy, Tuwan, kitaa ba in kahuy tina bakas mu siyuknaan, nanglanus na!”"
658,"In sambung hi Īsa, “Pagparachaya kamu iban pangandul kamu ha Tuhan."
659,Sabab ini in mattan hibayta ku kaniyu.
660,"Bang awn tau hisiyu-siyu na, imiyan ha būd ini, ‘Īg kaw dayn ha biyutangan mu, ampa kaw laksu pa lawm dagat.’"
661,Na bang diꞌ magduwa-ruwa in lawm atay niya.
662,Iban magparachaya tuud siya sin maagad in bichara niya.
663,Na tantu maagad in kabayaan niya.
664,"Hangkan, baytaan ta kamu, bang kamu mangarap pa Tuhan ampa awn pangayuun niyu unu-unu na."
665,Pagparachaya kamu sin makawa niyu in piyangayu niyu.
666,Ampa kamu karihilan sin unu-unu na piyangayu niyu.
667,"Na, bang kamu mangarap pa Tuhan ampa sumaīgpat pa atay niyu in narusa kaniyu sin pagkahi niyu, maapa niyu siya minsan unu in dusa niya bat isab ampunun in manga dusa niyu sin Tuhan."
668,Amu in Ama natu ha surga.
669,"Bang niyu diꞌ maapun in tau nakarusa kaniyu, diꞌ isab ampunun in manga dusa niyu sin Tuhan."
670,Amu in Ama natu ha surga.”
671,"Manjari, dimatung na sila nagbalik pa Awrusalam."
672,"Ha saꞌbu hi Īsa nagpapanaw ha lawm sin Bāy sin Tuhan, miyawn kan Īsa nangasubu in manga nakura kaimaman."
673,In manga guru sin sara agama iban sin manga nagtatau-maas ha hula.
674,"Laung nila kan Īsa, “Unu ta in kawasa mu maghinang sin manga hinang mu yan dī ha lawm Bāy Pagtataatan ini?"
675,Hisiyu in nagdihil kaymu sin kawasa maghinang sin manga hīnang mu yan?”
676,"In sambung hi Īsa kanila, “Awn ini hambuuk hipangasubu ku kaniyu."
677,"Bang niyu aku kasambungan sin tuman, na, baytaan ta kamu isab bang dayn ha unu ku nakawa in kawasa ku maghinang sin manga hinang ku yan."
678,"Baytai niyu aku, dayn hāin nakawa hi Yahiya in kawasa niya mangligu ha manga tau, dayn ha Tuhan atawa dayn ha mānusiya?”"
679,"Na, nagꞌisun-isun na sila bang unu in hisambung nila."
680,"Laung nila, “Na, unu in hisambung natu kaniya?"
681,"Bang kitaniyu imiyan in kawasa hi Yahiya dayn ha Tuhan, na iyanun niya kitaniyu."
682,"Laung niya, ‘Na, mayta kamu wala nagparachaya kan Yahiya?’"
683,"Sagawa bang isab kitaniyu imiyan dayn ha mānusiya in kawasa niya, na piligru kitaniyu.”"
684,"Hangkan, in sambung nila kan Īsa, “Inday, diꞌ namu kaingatan bang dayn diin niya nakawa in kawasa niya.”"
685,"Na, laung isab hi Īsa kanila, “Na, bang biya hādtu, diꞌ ta da isab kamu baytaan bang dayn hāin ku nakawa in kawasa ku maghinang sin manga hinang ku yan?"
686,"Na bang hisiyu ku maghinang sin manga hinang ku yan, diꞌ ta isab baytaan.”"
687,"Manjari, dimatung na hi Īsa pa tulay Awrusalam."
688,"Na, miyadtu siya pa saꞌbu sin tulay."
689,"Na, piyakit niya in diha patukulan sin dān tau ha Awrusalam."
690,"Na, nagparakut siya sin dān tau nanuꞌtuꞌ manga tau na piya na niya."
691,"Hangkan, laung niya, “Diꞌ ta musudi sin sī kapagiyan."
692,Diꞌ ta musudi sin sī kapagiyan.
693,"Na, dayn ha kautusan ni Mosesi in sī kapagiyan, amu in na nakatuka ha Atawan niya."
694,Awa na makiraway pa sin ini.
695,"Na amu in hinang niya, diꞌ ta sukat mahinang.”"
696,"Na, makisuwak siya sin manga tau."
697,"Sagawa, dimatung na siya ha saꞌbu sin tulay Awrusalam."
